Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,1700.00000,1387.00000,313.00000,-5.00000,5.00000,308.00000,-14.00000,294.00000,46.00000,248.00000,248.00000,248.00000,326.00000,308.00000,163.30000,165.60000,1.51000,1.49000,0.08630,0.09440,18.11770,18.11770,17.29410,14.58820,0.06870,2.64650,2.64650,1.00230,2.41810,57.35010,2.4326,2.3785
2019-06-30,1913.00000,1366.00000,547.00000,-4.00000,4.00000,543.00000,-13.00000,530.00000,102.00000,428.00000,428.00000,428.00000,560.00000,543.00000,163.30000,165.20000,2.62000,2.59000,0.08830,0.09680,28.38470,28.38470,27.70520,22.37320,0.07860,4.68730,4.68730,1.75860,4.27360,55.91550,1.6663,1.618
2019-03-31,2159.00000,1271.00000,888.00000,-8.00000,8.00000,880.00000,-13.00000,867.00000,172.00000,695.00000,695.00000,695.00000,899.00000,880.00000,163.00000,164.60000,4.27000,4.22000,0.09220,0.10160,40.75960,40.75960,40.15750,32.19080,0.09250,8.05330,8.05330,2.97620,7.31040,52.87990,1.21510,1.18470
2018-12-31,710.00000,1272.00000,-562.00000,-6.00000,6.00000,-568.00000,-13.00000,-581.00000,-129.00000,-452.00000,-452.00000,-452.00000,-553.00000,-568.00000,163.20000,164.50000,-2.78000,-2.76000,0.09960,0.11060,-80.00000,-80.00000,-81.83100,-63.66200,0.03240,-5.77050,-5.77050,-2.06060,-5.19600,48.11430,2.1427,2.1066
2018-09-30,1915.00000,1280.00000,635.00000,-3.00000,3.00000,632.00000,-14.00000,618.00000,65.00000,553.00000,553.00000,553.00000,648.00000,632.00000,162.70000,164.00000,3.40000,3.38000,0.09350,0.10320,33.00260,33.00260,32.27150,28.87730,0.08520,6.63550,6.63550,2.46000,6.01480,51.22310,2.2159,2.1852
2018-06-30,1558.00000,1278.00000,280.00000,-3.00000,3.00000,277.00000,-13.00000,264.00000,47.00000,217.00000,217.00000,217.00000,291.00000,277.00000,163.20000,164.50000,1.33000,1.32000,0.10100,0.11230,17.77920,17.77920,16.94480,13.92810,0.07160,2.74130,2.74130,0.99720,2.46450,48.68390,1.8817,1.8453
2018-03-31,1224.00000,1257.00000,-33.00000,-4.00000,4.00000,-37.00000,-13.00000,-50.00000,-19.00000,-31.00000,-31.00000,-31.00000,-19.00000,-37.00000,164.00000,164.00000,-0.19000,-0.19000,0.09690,0.10730,-3.02290,-3.02290,-4.08500,-2.53270,0.05700,-0.39010,-0.39010,-0.14440,-0.35230,48.42170,0.93900,0.92070
2017-12-31,1411.00000,1198.00000,213.00000,-2.00000,2.00000,211.00000,-14.00000,197.00000,-445.00000,642.00000,642.00000,642.00000,226.00000,211.00000,164.20000,166.00000,3.91000,3.87000,0.09360,0.10320,14.95390,14.95390,13.96170,45.49970,0.06460,7.78840,7.78840,2.93920,7.05960,50.29290,1.8406,1.8287
2017-09-30,1412.00000,1267.00000,145.00000,-3.00000,3.00000,142.00000,-13.00000,129.00000,27.00000,102.00000,102.00000,102.00000,155.00000,142.00000,164.00000,165.90000,0.62000,0.61000,0.10080,0.11210,10.05670,10.05670,9.13600,7.22380,0.06540,1.35580,1.35580,0.47240,1.21920,45.87200,1.816,1.7858
2017-06-30,1386.00000,1241.00000,145.00000,-4.00000,4.00000,141.00000,-13.00000,128.00000,28.00000,100.00000,100.00000,100.00000,154.00000,141.00000,164.30000,166.00000,0.61000,0.60000,0.10260,0.11430,10.17320,10.17320,9.23520,7.21500,0.06530,1.35630,1.35630,0.47090,1.21710,44.98480,1.8639,1.8217
2017-03-31,1523.00000,1230.00000,293.00000,-4.00000,4.00000,289.00000,-13.00000,276.00000,75.00000,201.00000,201.00000,201.00000,303.00000,289.00000,164.60000,166.50000,1.22000,1.21000,0.10400,0.11600,18.97570,18.97570,18.12210,13.19760,0.07340,2.77010,2.77010,0.96850,2.48210,44.08260,0.81680,0.80480
2016-12-31,1312.00000,1168.00000,144.00000,-2.00000,2.00000,142.00000,-14.00000,128.00000,28.00000,100.00000,100.00000,100.00000,156.00000,142.00000,164.50000,166.50000,0.61000,0.60000,0.10700,0.11980,10.82320,10.82320,9.75610,7.62200,0.06440,1.41640,1.41640,0.49050,1.26490,42.94400,1.6907,1.6666
2016-09-30,1402.00000,1133.00000,269.00000,-3.00000,3.00000,266.00000,-13.00000,253.00000,73.00000,180.00000,180.00000,180.00000,276.00000,266.00000,164.60000,166.80000,1.09000,1.08000,0.10630,0.11890,18.97290,18.97290,18.04570,12.83880,0.06850,2.52770,2.52770,0.88000,2.25900,43.23620,2.009,1.997
2016-06-30,1371.00000,1187.00000,184.00000,-5.00000,5.00000,179.00000,-13.00000,166.00000,43.00000,123.00000,123.00000,123.00000,191.00000,179.00000,164.50000,166.50000,0.75000,0.74000,0.10900,0.12240,13.05620,13.05620,12.10800,8.97160,0.06800,1.76450,1.76450,0.61040,1.57210,42.37690,1.4006,1.3767
2016-03-31,1364.00000,1084.00000,280.00000,-2.00000,2.00000,278.00000,-13.00000,265.00000,77.00000,188.00000,188.00000,188.00000,290.00000,278.00000,164.20000,166.00000,1.14000,1.13000,0.11320,0.12770,20.38120,20.38120,19.42820,13.78300,0.07010,2.79140,2.79140,0.96670,2.47530,40.96720,1.59640,1.57830
2015-12-31,1263.00000,1031.00000,232.00000,-3.00000,3.00000,229.00000,-13.00000,216.00000,60.00000,156.00000,156.00000,156.00000,242.00000,229.00000,164.00000,165.60000,0.96000,0.95000,0.11750,0.13320,18.13140,18.13140,17.10210,12.35150,0.06690,2.42730,2.42730,0.82590,2.14200,39.21290,1.9296,1.9116
2015-09-30,1278.00000,1018.00000,260.00000,-3.00000,3.00000,257.00000,-14.00000,243.00000,69.00000,174.00000,174.00000,174.00000,269.00000,257.00000,164.00000,165.50000,1.06000,1.05000,0.11940,0.13560,20.10960,20.10960,19.01410,13.61500,0.06820,2.74020,2.74020,0.92800,2.41300,38.76680,1.722,1.7099
2015-06-30,1316.00000,1052.00000,264.00000,-3.00000,3.00000,261.00000,-13.00000,248.00000,72.00000,176.00000,176.00000,176.00000,274.00000,261.00000,164.10000,165.50000,1.07000,1.06000,0.11830,0.13420,19.83280,19.83280,18.84500,13.37390,0.06970,2.70890,2.70890,0.93180,2.38840,39.61590,1.5416,1.5174
2015-03-31,1285.00000,1094.00000,191.00000,-4.00000,4.00000,187.00000,-13.00000,174.00000,46.00000,128.00000,128.00000,128.00000,201.00000,187.00000,164.00000,165.60000,0.78000,0.77000,0.11680,0.13230,14.55250,14.55250,13.54090,9.96110,0.06800,1.93700,1.93700,0.67740,1.71080,40.21910,1.29830,1.29230
2014-12-31,1262.00000,1009.00000,253.00000,-4.00000,4.00000,249.00000,-13.00000,236.00000,69.00000,167.00000,167.00000,167.00000,262.00000,249.00000,163.50000,165.10000,1.02000,1.01000,0.11700,0.13250,19.73060,19.73060,18.70050,13.23300,0.06730,2.54070,2.54070,0.89080,2.24340,40.15270,1.4513,1.4332
2014-09-30,1280.00000,1005.00000,275.00000,-3.00000,3.00000,272.00000,-13.00000,259.00000,76.00000,183.00000,183.00000,183.00000,285.00000,272.00000,163.50000,165.00000,1.12000,1.11000,0.12100,0.13770,21.25000,21.25000,20.23440,14.29690,0.06930,2.87010,2.87010,0.99060,2.52270,39.11660,1.7104,1.7043
2014-06-30,1214.00000,1091.00000,123.00000,-3.00000,3.00000,120.00000,-13.00000,107.00000,23.00000,84.00000,84.00000,84.00000,132.00000,120.00000,163.50000,165.10000,0.51000,0.51000,0.12180,0.13870,9.88470,9.88470,8.81380,6.91930,0.06620,1.32430,1.32430,0.45810,1.16300,38.67680,1.3442,1.3321
2014-03-31,1189.00000,1052.00000,137.00000,-4.00000,4.00000,133.00000,-14.00000,119.00000,28.00000,91.00000,91.00000,91.00000,146.00000,133.00000,163.40000,165.00000,0.56000,0.55000,0.13200,0.15210,11.18590,11.18590,10.00840,7.65350,0.06630,1.47540,1.47540,0.50720,1.28060,37.84050,0.78180,0.76360
2013-12-31,1172.00000,988.00000,184.00000,-3.00000,3.00000,181.00000,-14.00000,167.00000,45.00000,122.00000,122.00000,122.00000,201.00000,181.00000,163.50000,165.40000,0.74000,0.73000,0.13400,0.15470,15.44370,15.44370,14.24920,10.40960,0.06640,2.00990,2.00990,0.69070,1.74060,37.21640,1.5638,1.5517
2013-09-30,1152.00000,954.00000,198.00000,-3.00000,3.00000,195.00000,-13.00000,182.00000,51.00000,131.00000,131.00000,131.00000,205.00000,195.00000,163.70000,165.60000,0.80000,0.79000,0.13860,0.16090,16.92710,16.92710,15.79860,11.37150,0.06640,2.25240,2.25240,0.75550,1.94020,35.46340,1.7313,1.7192
2013-06-30,1104.00000,938.00000,166.00000,-4.00000,4.00000,162.00000,-14.00000,148.00000,38.00000,110.00000,110.00000,110.00000,173.00000,162.00000,163.50000,165.40000,0.67000,0.66000,0.14120,0.16440,14.67390,14.67390,13.40580,9.96380,0.06480,1.93020,1.93020,0.64580,1.65760,34.75000,1.1718,1.1598
2013-03-31,1103.00000,868.00000,235.00000,-5.00000,5.00000,230.00000,-13.00000,217.00000,63.00000,154.00000,154.00000,154.00000,239.00000,230.00000,163.10000,164.90000,0.95000,0.94000,0.13910,0.16160,20.85220,20.85220,19.67360,13.96190,0.06470,2.66210,2.66210,0.90390,2.29170,35.49080,0.34570,0.33960
2012-12-31,1070.00000,780.00000,290.00000,-4.00000,4.00000,286.00000,-13.00000,273.00000,81.00000,192.00000,192.00000,192.00000,298.00000,286.00000,162.50000,163.70000,1.17000,1.16000,0.14580,0.17070,26.72900,26.72900,25.51400,17.94390,0.06470,3.52100,3.52100,1.16030,3.00750,33.45400,1.2549,1.2487
2012-09-30,1035.00000,867.00000,168.00000,-2.00000,2.00000,166.00000,-14.00000,152.00000,41.00000,111.00000,111.00000,111.00000,176.00000,166.00000,162.55500,163.85700,0.69000,0.68000,0.14810,0.17390,16.03870,16.03870,14.68600,10.72460,0.06280,2.07130,2.07130,0.67360,1.76440,32.87730,1.0218,1.0158
2012-06-30,1020.00000,974.00000,46.00000,-4.00000,4.00000,42.00000,-13.00000,29.00000,-3.00000,32.00000,32.00000,32.00000,53.00000,42.00000,162.42500,163.51400,0.20000,0.20000,0.15380,0.18180,4.11760,4.11760,2.84310,3.13730,0.06340,0.62210,0.62210,0.19890,0.52640,31.75310,0.7135,0.7013
2012-03-31,986.00000,856.00000,130.00000,-4.00000,4.00000,126.00000,-14.00000,112.00000,26.00000,86.00000,86.00000,86.00000,137.00000,126.00000,162.27700,163.14500,0.53000,0.53000,0.15250,0.18000,12.77890,12.77890,11.35900,8.72210,0.06150,1.65160,1.65160,0.53680,1.39970,32.14200,0.90720,0.89490
2011-12-31,955.00000,756.00000,199.00000,1.00000,-1.00000,200.00000,-14.00000,186.00000,52.00000,134.00000,134.00000,134.00000,204.00000,200.00000,162.70000,163.30000,0.82000,0.82000,0.15530,0.18380,20.94240,20.94240,19.47640,14.03140,0.06110,2.66240,2.66240,0.85710,2.24910,31.06790,0.6051,0.6358
2011-09-30,944.00000,916.00000,28.00000,-4.00000,4.00000,24.00000,-13.00000,11.00000,-8.00000,19.00000,19.00000,19.00000,39.00000,24.00000,162.53800,163.08600,0.12000,0.12000,0.15740,0.18680,2.54240,2.54240,1.16530,2.01270,0.06130,0.39700,0.39700,0.12330,0.33450,29.54320,0.883,0.8339
2011-06-30,975.00000,1054.00000,-79.00000,-6.00000,6.00000,-85.00000,-14.00000,-99.00000,-49.00000,-50.00000,-50.00000,-50.00000,-73.00000,-85.00000,163.06900,163.06900,-0.31000,-0.31000,0.14230,0.16590,-8.71790,-8.71790,-10.15390,-5.12820,0.06210,-0.98870,-0.98870,-0.31840,-0.84800,31.02450,-0.3238,-0.336
2011-03-31,929.00000,837.00000,92.00000,-4.00000,4.00000,88.00000,-13.00000,75.00000,14.00000,61.00000,61.00000,61.00000,99.00000,88.00000,162.94000,163.67000,0.38000,0.38000,0.14080,0.16390,9.47260,9.47260,8.07320,6.56620,0.06040,1.19190,1.19190,0.39690,1.02400,31.39880,0.34830,0.33600
2010-12-31,936.00000,746.00000,190.00000,-5.00000,5.00000,185.00000,-14.00000,171.00000,47.00000,124.00000,124.00000,124.00000,196.00000,185.00000,162.77800,163.27400,0.76000,0.76000,0.14540,0.17010,19.76500,19.76500,18.26920,13.24790,0.06200,2.46420,2.46420,0.82150,2.10600,31.06170,0.6967,0.6784
2010-09-30,1071.00000,833.00000,238.00000,-4.00000,4.00000,234.00000,-13.00000,221.00000,65.00000,156.00000,156.00000,156.00000,247.00000,234.00000,163.17600,163.17600,0.95000,0.95000,0.14340,0.16750,21.84870,21.84870,20.63490,14.56580,0.07110,3.11380,3.11380,1.03520,2.66710,30.73620,1.0061,0.9876
2010-06-30,878.00000,841.00000,37.00000,-3.00000,3.00000,34.00000,-13.00000,21.00000,-6.00000,27.00000,27.00000,27.00000,41.00000,34.00000,163.28400,163.28400,0.17000,0.17000,0.15050,0.17710,3.87240,3.87240,2.39180,3.07520,0.06010,0.57000,0.57000,0.18480,0.48420,29.06140,0.8758,0.8575
2010-03-31,887.00000,784.00000,103.00000,-4.00000,4.00000,99.00000,-14.00000,85.00000,17.00000,68.00000,68.00000,68.00000,109.00000,99.00000,163.31000,163.31000,0.42000,0.42000,0.14710,0.17250,11.16120,11.16120,9.58290,7.66630,0.06070,1.39770,1.39770,0.46520,1.19210,29.84660,0.67360,0.62460
2009-12-31,1132.00000,759.00000,373.00000,-6.00000,6.00000,367.00000,-13.00000,354.00000,109.00000,245.00000,245.00000,245.00000,384.00000,367.00000,162.59500,162.86700,1.51000,1.50000,0.14980,0.17630,32.42050,32.42050,31.27210,21.64310,0.07840,5.14710,5.14710,1.69670,4.37580,29.38270,1.0013,0.9337
2009-09-30,1007.00000,745.00000,262.00000,-4.00000,4.00000,258.00000,-14.00000,244.00000,73.00000,171.00000,171.00000,171.00000,265.00000,258.00000,162.90100,162.90100,1.05000,1.05000,0.15350,0.18140,25.62070,25.62070,24.23040,16.98110,0.07080,3.69650,3.69650,1.20200,3.12900,28.55560,1.2564,1.1891
2009-06-30,874.00000,906.00000,-32.00000,-4.00000,4.00000,-36.00000,-14.00000,-50.00000,-31.00000,-19.00000,-19.00000,-19.00000,-30.00000,-36.00000,162.55600,162.55600,-0.12000,-0.12000,0.16840,0.20250,-4.11900,-4.11900,-5.72080,-2.17390,0.06460,-0.45850,-0.45850,-0.14050,-0.38130,25.58030,0.7199,0.6461
2009-03-31,890.00000,836.00000,54.00000,-6.00000,6.00000,48.00000,-14.00000,34.00000,-1.00000,35.00000,35.00000,35.00000,56.00000,48.00000,162.66400,162.66400,0.22000,0.22000,0.17780,0.21620,5.39330,5.39330,3.82020,3.93260,0.06790,0.90180,0.90180,0.26700,0.74150,23.95680,0.24590,0.19670
