Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-01-31,69.77300,17.35400,52.41900,40.93100,58.89400,99.82500,-47.40600,8.15200,-39.25400,0.19300,-39.44700,-39.44700,-39.44700,-46.00900,-47.40600,105.09300,105.09300,-0.38000,-0.38000,8.22500,75.12790,-67.94320,-67.94320,-56.25960,-56.53620,0.05880,1.02340,87.94260,-3.84220,-3.84460,-3.32180,-3.84220,9.65960,-0.5252,-0.5321
2021-10-31,58.26300,15.97100,42.29200,36.52300,61.44500,97.96800,-55.67600,-1.05000,-56.72600,0.01300,-56.73900,-56.73900,-56.73900,-54.45300,-55.67600,103.74600,103.74600,-0.55000,-0.55000,7.68730,72.58810,-95.55980,-95.55980,-97.36200,-97.38430,0.05000,2.14450,41.96690,-5.52740,-5.53070,-4.87080,-5.52740,9.78830,-0.1823,-0.191
2021-07-31,52.40600,13.02500,39.38100,26.71200,49.18600,75.89800,-36.51700,-0.55400,-37.07100,0.38800,-37.45900,-37.45900,-37.45900,-35.37600,-36.51700,102.15500,102.15500,-0.37000,-0.37000,8.33060,75.14600,-69.68100,-69.68100,-70.73810,-71.47850,0.04400,0.93870,95.88200,-3.58870,-3.59090,-3.14370,-3.58870,10.04930,0.01000,0.00010
2021-04-30,52.28400,11.71300,40.57100,20.71000,43.77100,64.48100,-23.91000,0.10800,-23.80200,0.24800,-24.05000,-24.05000,-24.05000,-22.80200,-23.91000,66.84500,66.84500,-0.23400,-0.23400,9.42390,77.59740,-45.73100,-45.73100,-45.52450,-45.99880,0.04370,0.79870,112.68070,-2.26640,-2.26770,-2.01010,-2.26640,10.38670,-0.4879,-0.4974
2021-01-31,49.10900,12.22600,36.88300,18.74800,36.63400,55.38200,-18.49900,1.85000,-16.64900,0.20300,-16.85200,-16.85200,-16.85200,-17.40800,-18.49900,78.81500,78.81500,-0.21000,-0.21000,11.20810,75.10440,-37.66930,-37.66930,-33.90210,-34.31550,0.04150,1.62450,55.40310,-1.56890,-1.56980,-1.42260,-1.56890,10.64190,-0.5689,-0.5595
2020-10-31,41.34100,10.08100,31.26000,16.13400,29.65000,45.78400,-14.52400,-0.29000,-14.81400,0.13000,-14.94400,-14.94400,-14.94400,-13.45400,-14.52400,38.05400,38.05400,-0.39000,-0.39000,,75.61500,-35.13220,-35.13220,-35.83370,-36.14810,,,,,,,,,0.0375,0.0308
2020-07-31,40.48300,10.49900,29.98400,13.26400,20.04500,33.30900,-3.32500,3.59800,0.27300,0.12300,0.15000,0.15000,0.15000,-2.29700,-3.32500,37.29100,37.29100,0.00400,0.00400,,74.06570,-8.21330,-8.21330,0.67440,0.37050,,,,,,,,,0.45750,0.44000
2020-04-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.7366,0.7966
2020-01-31,41.28300,10.93100,30.35200,12.33100,28.45300,40.78400,-10.43200,0.73400,-9.69800,0.09800,-9.79600,-9.79600,-9.79600,-10.43200,-10.43200,36.80200,36.80200,-0.27000,-0.27000,,73.52180,-25.26950,-25.26950,-23.49150,-23.72890,,,,,,,,,-0.7366,-0.7966
2019-04-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
