Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,5566.00000,2094.00000,3472.00000,-270.00000,1040.00000,2432.00000,-252.00000,2180.00000,507.00000,1673.00000,1673.00000,1673.00000,2985.00000,2432.00000,648.70000,650.30000,2.58000,2.57000,0.74550,0.66450,2.11220,62.37870,43.69390,43.69390,39.16640,30.05750,0.08930,3.15360,3.31510,27.14880,12.02130,12.02130,2.68280,4.03360,21.59660,3.6085,2.4519
2021-06-30,5504.00000,1997.00000,3507.00000,-284.00000,1034.00000,2473.00000,-157.00000,2316.00000,518.00000,1798.00000,1798.00000,1798.00000,3023.00000,2473.00000,658.50000,660.10000,2.73000,2.72000,0.86390,0.65950,2.01440,63.71730,44.93100,44.93100,42.07850,32.66720,0.08870,2.90260,3.30370,27.24200,12.57080,12.57080,2.89660,4.28040,21.90500,3.4656,2.5914
2021-03-31,5001.00000,1927.00000,3074.00000,-320.00000,1081.00000,1993.00000,-239.00000,1754.00000,413.00000,1341.00000,1341.00000,1341.00000,2542.00000,1993.00000,667.60000,669.20000,2.01000,2.00000,0.76350,0.60710,1.64160,61.46770,39.85200,39.85200,35.07300,26.81460,0.08090,2.92410,3.10620,28.97420,8.25030,8.25030,2.17010,3.24140,24.43720,2.92590,2.15030
2020-12-31,5141.00000,1845.00000,3296.00000,-513.00000,1290.00000,2006.00000,-213.00000,1793.00000,413.00000,1380.00000,1380.00000,1380.00000,2563.00000,2006.00000,677.30000,679.10000,2.06000,2.05000,1.00980,0.60210,1.57620,64.11210,39.01970,39.01970,34.87650,26.84300,0.08240,2.89190,3.41590,26.34700,8.13780,8.13780,2.21160,3.23810,25.25950,3.7206,2.8435
2020-09-30,4919.00000,1817.00000,3102.00000,-299.00000,1071.00000,2031.00000,-258.00000,1773.00000,410.00000,1363.00000,1363.00000,1363.00000,2586.00000,2031.00000,675.00000,676.80000,2.02000,2.01000,1.05970,0.60260,1.63150,63.06160,41.28890,41.28890,36.04390,27.70890,0.07720,2.79970,3.14310,28.63390,7.92490,7.92490,2.13920,3.14930,25.47880,2.3885,1.3716
2020-06-30,4244.00000,1593.00000,2651.00000,-235.00000,997.00000,1654.00000,-158.00000,1496.00000,364.00000,1132.00000,1132.00000,1132.00000,2205.00000,1654.00000,677.70000,679.20000,1.67000,1.67000,0.96290,0.61640,1.72800,62.46470,38.97270,38.97270,35.24980,26.67300,0.06680,2.38470,3.05760,29.43450,6.88060,6.88060,1.78110,2.63920,24.24010,3.3259,2.2936
2020-03-31,5229.00000,2014.00000,3215.00000,-298.00000,1072.00000,2143.00000,-225.00000,1918.00000,444.00000,1474.00000,1474.00000,1474.00000,2690.00000,2143.00000,684.30000,686.20000,2.15000,2.15000,0.81970,0.62250,1.74320,61.48400,40.98300,40.98300,36.68010,28.18900,0.08400,2.91040,3.13300,28.72630,9.21770,9.21770,2.36920,3.48000,23.56610,3.14050,1.97610
2019-12-31,5212.00000,2092.00000,3120.00000,-231.00000,1020.00000,2100.00000,-222.00000,1878.00000,475.00000,1403.00000,1403.00000,1403.00000,2659.00000,2100.00000,703.50000,706.10000,2.02000,2.01000,0.79500,0.56910,1.39010,59.86190,40.29160,40.29160,36.03220,26.91870,0.08450,2.78560,3.26770,27.54220,7.73940,7.73940,2.27490,3.33480,26.19270,3.268,1.9474
2019-09-30,5516.00000,2212.00000,3304.00000,-277.00000,1070.00000,2234.00000,-213.00000,2021.00000,466.00000,1555.00000,1555.00000,1555.00000,2791.00000,2234.00000,699.30000,701.90000,2.22000,2.22000,0.88790,0.57440,1.42850,59.89850,40.50040,40.50040,36.63890,28.19070,0.08900,2.86900,3.34300,26.92170,8.63120,8.63120,2.50900,3.67350,25.90380,3.4158,2.112
2019-06-30,5596.00000,2278.00000,3318.00000,-247.00000,1058.00000,2260.00000,-202.00000,2058.00000,488.00000,1570.00000,1570.00000,1570.00000,2811.00000,2260.00000,705.50000,708.00000,2.23000,2.22000,0.72130,0.55820,1.38970,59.29240,40.38600,40.38600,36.77630,28.05580,0.09070,2.93940,3.09340,29.09400,8.64010,8.64010,2.54420,3.81750,25.77660,2.7858,1.6699
2019-03-31,5384.00000,2312.00000,3072.00000,-305.00000,1112.00000,1960.00000,-170.00000,1790.00000,399.00000,1391.00000,1391.00000,1391.00000,2509.00000,1960.00000,716.80000,719.50000,1.94000,1.93000,0.75120,0.56890,1.41540,57.05800,36.40420,36.40420,33.24670,25.83580,0.08780,2.96410,3.22010,27.94950,7.84020,7.84020,2.26850,3.38020,25.04320,2.72270,1.67760
2018-12-31,5757.00000,2502.00000,3255.00000,-221.00000,1045.00000,2210.00000,-194.00000,2016.00000,462.00000,1554.00000,1554.00000,1554.00000,2765.00000,2210.00000,750.90000,754.30000,2.12000,2.10000,0.89990,0.50610,1.09640,56.53990,38.38810,38.38810,35.01820,26.99320,0.09730,3.37200,3.28030,27.43620,7.60910,7.60910,2.62740,3.75830,28.16740,2.9122,1.6637
2018-09-30,5928.00000,2553.00000,3375.00000,-287.00000,1106.00000,2269.00000,-193.00000,2076.00000,483.00000,1593.00000,1593.00000,1593.00000,2816.00000,2269.00000,737.40000,740.90000,2.16000,2.15000,1.06340,0.50360,1.08550,56.93320,38.27600,38.27600,35.02020,26.87250,0.09990,3.23570,3.30800,27.20650,7.71620,7.71620,2.68580,3.83040,27.99250,3.3222,2.1705
2018-06-30,5672.00000,2514.00000,3158.00000,-248.00000,1059.00000,2099.00000,-161.00000,1938.00000,429.00000,1509.00000,1509.00000,1509.00000,2645.00000,2099.00000,760.50000,763.70000,1.98000,1.98000,1.02790,0.51750,1.14590,55.67700,37.00640,37.00640,34.16780,26.60440,0.09660,3.25650,3.47120,25.92740,7.57950,7.57950,2.57120,3.65680,26.92370,2.8425,1.9369
2018-03-31,5475.00000,2461.00000,3014.00000,-266.00000,1075.00000,1939.00000,-228.00000,1711.00000,401.00000,1310.00000,1310.00000,1310.00000,2482.00000,1939.00000,776.40000,779.60000,1.69000,1.68000,0.82110,0.39160,0.72110,55.05020,35.41550,35.41550,31.25110,23.92690,0.09470,3.04580,3.48500,25.82470,5.37130,5.37130,2.26690,3.26800,31.57080,2.43840,1.27120
2017-12-31,5450.00000,2368.00000,3082.00000,-239.00000,835.00000,2247.00000,-155.00000,2092.00000,-5186.00000,7278.00000,7278.00000,7278.00000,2779.00000,2247.00000,798.40000,801.70000,9.15000,9.09000,1.01700,0.39380,0.68170,56.55050,41.22940,41.22940,38.38530,133.54130,0.09430,3.16150,3.65040,24.65500,29.28070,29.28070,12.59040,17.75120,31.82920,2.2505,1.4039
2017-09-30,5408.00000,2302.00000,3106.00000,-230.00000,1033.00000,2073.00000,-90.00000,1983.00000,789.00000,1194.00000,1194.00000,1194.00000,2601.00000,2073.00000,794.50000,797.60000,1.50000,1.50000,1.16130,0.45410,0.87900,57.43340,38.33210,38.33210,36.66790,22.07840,0.09420,3.10240,3.78710,23.76480,6.23470,6.23470,2.08020,3.40360,24.24680,2.4826,1.3817
2017-06-30,5250.00000,2235.00000,3015.00000,-219.00000,1017.00000,1998.00000,-129.00000,1869.00000,701.00000,1168.00000,1168.00000,1168.00000,2523.00000,1998.00000,804.10000,807.20000,1.45000,1.45000,1.13590,0.43710,0.80350,57.42860,38.05710,38.05710,35.60000,22.24760,0.09300,3.07850,3.86880,23.26290,5.95460,5.95460,2.06810,3.35210,24.47340,1.9742,1.0669
2017-03-31,5132.00000,2288.00000,2844.00000,-260.00000,1056.00000,1788.00000,-100.00000,1688.00000,616.00000,1072.00000,1072.00000,1072.00000,2308.00000,1788.00000,811.50000,814.80000,1.32000,1.32000,0.93240,0.42050,0.76220,55.41700,34.84020,34.84020,32.89170,20.88850,0.09180,3.01050,4.01250,22.42990,5.43530,5.43530,1.91770,3.14990,24.37440,2.31100,1.33650
2016-12-31,5168.00000,2199.00000,2969.00000,-233.00000,1033.00000,1936.00000,-105.00000,1831.00000,687.00000,1144.00000,1144.00000,1144.00000,2456.00000,1936.00000,832.40000,835.40000,1.40000,1.38000,0.98790,0.41690,0.75290,57.44970,37.46130,37.46130,35.42960,22.13620,0.09280,3.06690,4.10810,21.90790,5.73950,5.73950,2.05320,3.34690,24.43170,2.4384,1.3868
2016-09-30,5174.00000,2149.00000,3025.00000,-271.00000,1065.00000,1960.00000,-155.00000,1805.00000,674.00000,1131.00000,1131.00000,1131.00000,2472.00000,1960.00000,829.00000,832.20000,1.36000,1.36000,1.41300,0.42840,0.76970,58.46540,37.88170,37.88170,34.88600,21.85930,0.09190,3.11450,3.82980,23.50020,5.57580,5.57580,2.00870,3.18690,24.58070,2.3734,1.2764
2016-06-30,4770.00000,2076.00000,2694.00000,-244.00000,1034.00000,1660.00000,-96.00000,1564.00000,585.00000,979.00000,979.00000,979.00000,2164.00000,1660.00000,837.40000,840.10000,1.17000,1.17000,1.47530,0.41980,0.74360,56.47800,34.80080,34.80080,32.78830,20.52410,0.08570,3.14550,3.47410,25.90570,4.79380,4.79380,1.75790,2.78130,24.48480,1.6295,0.5483
2016-03-31,4829.00000,2102.00000,2727.00000,-249.00000,1040.00000,1687.00000,-121.00000,1566.00000,587.00000,979.00000,979.00000,979.00000,2189.00000,1687.00000,844.00000,846.70000,1.16000,1.16000,1.54640,0.41940,0.74200,56.47130,34.93480,34.93480,32.42910,20.27340,0.08660,2.93580,3.56380,25.25370,4.78140,4.78140,1.75540,2.77600,24.34780,2.56640,1.75500
2015-12-31,5208.00000,2233.00000,2975.00000,-235.00000,1057.00000,1918.00000,-136.00000,1782.00000,665.00000,1117.00000,1117.00000,1117.00000,2435.00000,1918.00000,866.20000,869.40000,1.31000,1.31000,1.28820,0.39660,0.68600,57.12370,36.82800,36.82800,34.21660,21.44780,0.09540,3.03400,3.84070,23.43320,5.39560,5.39560,2.04580,3.25570,24.37790,1.9503,0.508
2015-09-30,5562.00000,2340.00000,3222.00000,-205.00000,1014.00000,2208.00000,-127.00000,2081.00000,781.00000,1300.00000,1300.00000,1300.00000,2715.00000,2208.00000,862.90000,865.80000,1.51000,1.50000,1.12370,0.38320,0.64660,57.92880,39.69800,39.69800,37.41460,23.37290,0.10350,3.15790,3.68830,24.40130,6.31100,6.31100,2.41800,3.89260,24.07220,2.1859,0.8947
2015-06-30,5429.00000,2446.00000,2983.00000,-225.00000,1034.00000,1949.00000,-11.00000,1938.00000,734.00000,1204.00000,1204.00000,1204.00000,2446.00000,1949.00000,872.20000,875.20000,1.38000,1.38000,1.46000,0.38080,0.63550,54.94570,35.89980,35.89980,35.69720,22.17720,0.10020,3.21000,3.58820,25.08200,5.73610,5.73610,2.22230,3.55180,24.14080,1.973,0.8576
2015-03-31,5614.00000,2576.00000,3038.00000,-259.00000,1061.00000,1977.00000,-122.00000,1855.00000,704.00000,1151.00000,1151.00000,1151.00000,2468.00000,1977.00000,879.30000,882.80000,1.31000,1.30000,1.32120,0.36080,0.58410,54.11470,35.21550,35.21550,33.04240,20.50230,0.10560,3.46240,3.58950,25.07300,5.46610,5.46610,2.16580,3.49410,24.00000,2.33800,1.12710
2014-12-31,6153.00000,2767.00000,3386.00000,-228.00000,1013.00000,2373.00000,-75.00000,2298.00000,867.00000,1431.00000,1431.00000,1431.00000,2862.00000,2373.00000,897.10000,901.10000,1.61000,1.60000,1.16920,0.34070,0.53860,55.03010,38.56660,38.56660,37.34760,23.25700,0.11750,3.88620,3.81940,23.56410,6.75350,6.75350,2.73240,4.45230,23.98670,2.2216,1.0828
2014-09-30,6182.00000,2819.00000,3363.00000,-242.00000,1033.00000,2330.00000,-124.00000,2206.00000,836.00000,1370.00000,1370.00000,1370.00000,2811.00000,2330.00000,893.20000,896.90000,1.53000,1.53000,1.24710,0.33880,0.53380,54.39990,37.69010,37.69010,35.68430,22.16110,0.11760,3.83020,3.78100,23.80300,6.35640,6.35640,2.60610,4.20270,24.19280,2.4148,1.1247
2014-06-30,6015.00000,2805.00000,3210.00000,-228.00000,1014.00000,2196.00000,-116.00000,2080.00000,789.00000,1291.00000,1291.00000,1291.00000,2666.00000,2196.00000,901.50000,905.00000,1.43000,1.43000,1.19220,0.32630,0.50570,53.36660,36.50870,36.50870,34.58020,21.46300,0.11670,3.79570,3.61040,24.92770,6.02150,6.02150,2.50380,4.05660,23.84820,1.6227,0.3308
2014-03-31,5638.00000,2782.00000,2856.00000,-226.00000,1002.00000,1854.00000,-95.00000,1759.00000,671.00000,1088.00000,1088.00000,1088.00000,2318.00000,1854.00000,908.10000,912.50000,1.20000,1.19000,1.11720,0.30970,0.47840,50.65630,32.88400,32.88400,31.19900,19.29760,0.11080,3.94610,3.65630,24.61510,5.11470,5.11470,2.13760,3.53060,23.47870,1.93640,0.98740
2013-12-31,5630.00000,2700.00000,2930.00000,-188.00000,957.00000,1973.00000,-90.00000,1883.00000,709.00000,1174.00000,1174.00000,1174.00000,2431.00000,1973.00000,926.50000,931.50000,1.27500,1.27500,1.05250,0.29480,0.45120,52.04260,35.04440,35.04440,33.44580,20.85260,0.11320,4.13480,3.98160,22.60390,5.53120,5.53120,2.36070,3.90070,23.27300,2.0673,1.2577
2013-09-30,5573.00000,2650.00000,2923.00000,-205.00000,961.00000,1962.00000,-110.00000,1852.00000,701.00000,1151.00000,1151.00000,1151.00000,2409.00000,1962.00000,923.50000,928.40000,1.25000,1.24000,1.11190,0.29670,0.45510,52.44930,35.20550,35.20550,33.23170,20.65320,0.11380,3.87990,3.79370,23.72330,5.54060,5.54060,2.35100,3.89670,22.54160,1.8168,0.7834
2013-06-30,5470.00000,2633.00000,2837.00000,-219.00000,959.00000,1878.00000,-110.00000,1768.00000,662.00000,1106.00000,1106.00000,1106.00000,2316.00000,1878.00000,930.60000,935.30000,1.19000,1.18000,1.18770,0.30660,0.47790,51.86470,34.33270,34.33270,32.32180,20.21940,0.11160,4.02600,3.72620,24.15360,5.38880,5.38880,2.25590,3.73650,22.09900,1.821,0.8292
2013-03-31,5290.00000,2673.00000,2617.00000,-237.00000,984.00000,1633.00000,-88.00000,1545.00000,588.00000,957.00000,957.00000,957.00000,2067.00000,1633.00000,935.60000,941.00000,1.02500,1.01500,1.28700,0.31610,0.48950,49.47070,30.86960,30.86960,29.20610,18.09070,0.10890,4.08090,3.49870,25.72400,4.75080,4.75080,1.97070,3.24920,21.56110,1.61960,0.80660
2012-12-31,5250.00000,2588.00000,2662.00000,-182.00000,937.00000,1725.00000,-85.00000,1640.00000,604.00000,1036.00000,1036.00000,1036.00000,2178.00000,1725.00000,946.20000,952.90000,1.10500,1.10000,1.15870,0.30690,0.45260,50.70480,32.85710,32.85710,31.23810,19.73330,0.11130,3.92120,3.94440,22.81710,5.21210,5.21210,2.19710,3.61250,21.16980,1.8716,1.2294
2012-09-30,5343.00000,2610.00000,2733.00000,-200.00000,947.00000,1786.00000,-109.00000,1677.00000,635.00000,1042.00000,1042.00000,1042.00000,2233.00000,1786.00000,944.00000,950.40000,1.10500,1.09500,1.01860,0.30980,0.48520,51.15100,33.42690,33.42690,31.38690,19.50220,0.11350,3.83820,3.37520,26.66480,5.33020,5.33020,2.21370,3.67910,20.74690,1.6853,0.36
2012-06-30,5221.00000,2575.00000,2646.00000,-190.00000,922.00000,1724.00000,-114.00000,1610.00000,608.00000,1002.00000,1002.00000,1002.00000,2157.00000,1724.00000,947.60000,954.40000,1.05500,1.05000,1.01000,0.31150,0.49330,50.68000,33.02050,33.02050,30.83700,19.19170,0.11260,3.98610,3.48760,25.80540,5.24960,5.24960,2.16070,3.61430,20.15230,1.4504,0.4006
2012-03-31,5112.00000,2663.00000,2449.00000,-216.00000,939.00000,1510.00000,-119.00000,1391.00000,528.00000,863.00000,863.00000,863.00000,1937.00000,1510.00000,955.60000,962.80000,0.90500,0.89500,0.91360,0.30070,0.47110,47.90690,29.53830,29.53830,27.21050,16.88190,0.11280,3.90470,3.85230,23.36270,4.60140,4.60140,1.90360,3.21760,19.66290,1.45820,0.63670
2011-12-31,5108.00000,2598.00000,2510.00000,-191.00000,893.00000,1617.00000,-87.00000,1530.00000,566.00000,964.00000,964.00000,964.00000,2030.00000,1617.00000,971.40000,979.60000,0.99500,0.99500,1.12360,0.31890,0.47940,49.13860,31.65620,31.65620,29.95300,18.87240,0.11330,4.23130,3.64600,24.68480,5.18890,5.18890,2.13770,3.53440,19.35490,1.5556,0.6438
2011-09-30,5101.00000,2615.00000,2486.00000,-207.00000,908.00000,1578.00000,-125.00000,1453.00000,549.00000,904.00000,904.00000,904.00000,1986.00000,1578.00000,968.40000,976.20000,0.93500,0.92500,1.13160,0.32070,0.50670,48.73550,30.93510,30.93510,28.48460,17.72200,0.11320,4.30810,3.58220,25.12450,4.86940,4.86940,2.00590,3.30770,19.20380,1.759,0.8554
2011-06-30,4858.00000,2586.00000,2272.00000,-196.00000,880.00000,1392.00000,-122.00000,1270.00000,485.00000,785.00000,785.00000,785.00000,1793.00000,1392.00000,976.80000,984.80000,0.80500,0.79500,1.17320,0.32360,0.48830,46.76820,28.65380,28.65380,26.14240,16.15890,0.11030,4.10480,3.40430,26.43680,4.28820,4.28820,1.78290,2.90040,18.75860,1.3712,0.6024
2011-03-31,4490.00000,2468.00000,2022.00000,-188.00000,885.00000,1137.00000,-126.00000,1011.00000,372.00000,639.00000,639.00000,639.00000,1532.00000,1137.00000,979.20000,988.20000,0.65500,0.64500,1.24770,0.33320,0.50960,45.03340,25.32290,25.32290,22.51670,14.23160,0.10300,4.24060,3.52160,25.55680,3.54100,3.54100,1.46600,2.36120,18.39270,1.30950,0.67500
2010-12-31,4410.00000,2266.00000,2144.00000,-173.00000,831.00000,1313.00000,-133.00000,1180.00000,405.00000,775.00000,775.00000,775.00000,1693.00000,1313.00000,996.40000,1005.80000,0.78000,0.78000,1.16260,0.33640,0.52030,48.61680,29.77320,29.77320,26.75740,17.57370,0.10230,4.24340,3.72470,24.16330,4.36300,4.36300,1.79860,2.89550,18.06780,1.3487,0.5963
2010-09-30,4408.00000,2165.00000,2243.00000,-178.00000,842.00000,1401.00000,-128.00000,1273.00000,495.00000,778.00000,778.00000,778.00000,1773.00000,1401.00000,986.00000,995.40000,0.79000,0.78000,1.22760,0.34190,0.55740,50.88480,31.78310,31.78310,28.87930,17.64970,0.10250,4.29560,3.39860,26.48140,4.46200,4.46200,1.80930,2.93630,17.68160,1.0594,0.4226
2010-06-30,4182.00000,2131.00000,2051.00000,-122.00000,772.00000,1279.00000,-133.00000,1146.00000,435.00000,711.00000,711.00000,711.00000,1647.00000,1279.00000,1003.60000,1013.00000,0.71000,0.70000,1.21980,0.34480,0.54060,49.04350,30.58350,30.58350,27.40320,17.00140,0.09830,4.29640,3.34560,26.90100,4.10440,4.10440,1.67160,2.68910,17.33010,1.0284,0.4579
2010-03-31,3965.00000,2074.00000,1891.00000,-246.00000,903.00000,988.00000,-154.00000,834.00000,318.00000,516.00000,516.00000,516.00000,1355.00000,988.00000,1009.00000,1017.40000,0.51000,0.50500,1.41350,0.35510,0.56460,47.69230,24.91800,24.91800,21.03410,13.01390,0.09280,4.09880,3.25530,27.64690,2.99770,2.99770,1.20810,1.93310,17.00540,0.64480,0.20350
2009-12-31,3754.00000,1987.00000,1767.00000,-129.00000,768.00000,999.00000,-130.00000,869.00000,320.00000,549.00000,549.00000,549.00000,1372.00000,999.00000,1006.00000,1011.60000,0.55000,0.54500,1.37210,0.36450,0.58620,47.06980,26.61160,26.61160,23.14860,14.62440,0.08900,4.18320,5.63660,15.96700,3.26770,3.26770,1.30140,2.07660,16.63330,0.9987,0.4874
2009-09-30,3671.00000,1878.00000,1793.00000,-179.00000,832.00000,961.00000,-142.00000,819.00000,305.00000,514.00000,514.00000,514.00000,1324.00000,961.00000,1006.20000,1014.00000,0.51000,0.50500,1.17070,0.36930,0.59610,48.84230,26.17820,26.17820,22.31000,14.00160,0.08810,3.83270,5.04950,17.82350,3.12860,3.12860,1.23290,1.97320,16.28140,0.6764,0.0748
2009-06-30,3303.00000,1745.00000,1558.00000,-153.00000,810.00000,748.00000,-15.00000,733.00000,268.00000,465.00000,465.00000,465.00000,1098.00000,748.00000,1005.80000,1010.60000,0.46000,0.46000,1.18070,0.37990,0.62360,47.16920,22.64610,22.64610,22.19200,14.07810,0.07950,3.44180,5.25120,17.13900,2.90280,2.90280,1.11910,1.79990,15.88320,0.7807,0.269
2009-03-31,3415.00000,1860.00000,1555.00000,-226.00000,884.00000,671.00000,-118.00000,553.00000,191.00000,362.00000,362.00000,362.00000,1012.00000,671.00000,1005.40000,1009.20000,0.36000,0.36000,1.12490,0.36650,0.58740,45.53440,19.64860,19.64860,16.19330,10.60030,0.08500,4.17040,6.23180,14.44220,2.31250,2.31250,0.90050,1.46490,15.52710,0.71150,0.09510
